specObjID,class_label,u,g,r,i,z,w1,w2,w3,w4,u_g,g_r,color
4562200117487360000,GALAXY,24.76429,22.05664,20.4775,19.64377,19.41512,15.779,15.727,12.812,9.203,2.7076499999999974,1.5791400000000024,red
408727812954941440,GALAXY,20.42604,18.37387,17.22435,16.67407,16.28895,13.731,13.45,11.003,8.753,2.0521700000000003,1.149519999999999,red
4526289238778730496,QSO,21.44092,20.76292,20.17007,20.13057,20.08737,15.617,14.549,11.587,9.17,0.6779999999999973,0.5928500000000021,green
14111134854616995840,QSO,24.39195,23.82191,22.42316,21.76387,21.94844,16.966,16.97,12.705,9.149,0.5700400000000023,1.3987499999999997,green
3259500098140268544,STAR,17.69,16.85022,16.59531,16.49739,16.48822,15.38,15.304,12.492,8.963,0.8397800000000011,0.25490999999999886,blue
8175211011412088832,STAR,19.51677,18.46413,18.00479,17.80157,17.7044,16.72,16.987,12.231,8.635,1.0526400000000002,0.45934000000000097,blue
4512726213496952832,QSO,20.71747,20.00383,19.78706,19.80334,19.65058,16.878,16.17,12.549,8.822,0.713639999999998,0.21677000000000035,green
332195756280670208,GALAXY,19.90787,18.00432,17.06703,16.65265,16.30695,14.029,13.938,12.203,9.176,1.9035499999999992,0.9372900000000008,red
4332501968935475200,QSO,23.36218,21.89093,21.54189,21.23303,21.07517,18.09,15.787,12.063,8.976,1.4712499999999977,0.34904000000000224,green
3259541329826310144,STAR,17.84495,16.28623,15.62079,15.37184,15.23554,13.595,13.681,12.167,8.417,1.558720000000001,0.6654400000000003,blue
331186129745242112,QSO,19.31322,19.11321,19.093,18.90561,18.77035,14.308,13.318,10.927,8.138,0.20001000000000246,0.02020999999999873,green
337772478552107008,GALAXY,20.16984,18.48766,17.48736,17.02468,16.73277,14.081,13.665,10.389,7.187,1.682179999999999,1.0003000000000029,red
4528376661939607552,QSO,24.09853,20.95573,19.3545,18.86513,18.2907,13.657,12.719,10.429,7.91,3.142800000000001,1.6012299999999975,green
3259649906599553024,STAR,18.34297,17.29029,17.11647,17.05493,17.04236,16.04,16.28,12.522,8.921,1.0526800000000023,0.1738199999999992,blue
1403000276792666112,STAR,24.16073,22.02225,20.34216,19.11967,18.40646,16.093,15.984,12.589,8.798,2.1384800000000013,1.6800899999999999,blue
363708028203067392,STAR,19.17856,17.45749,16.74026,16.49478,16.33925,14.735,14.8,12.353,9.005,1.721070000000001,0.7172300000000007,blue
4508150870148667392,GALAXY,22.36061,22.19819,20.81166,19.66323,19.16779,15.271,15.158,12.108,9.075,0.1624200000000009,1.3865300000000005,red
4512741331781834752,GALAXY,26.74611,21.72479,19.71202,19.04461,18.56948,15.226,14.776,12.138,9.13,5.021320000000003,2.0127699999999997,red
3723431889416069120,STAR,18.00832,16.83256,16.44511,16.31481,16.25952,15.108,14.906,12.842,9.036,1.1757600000000004,0.3874500000000012,blue
4545259117909137408,QSO,23.79807,21.53919,20.79959,20.03621,19.54329,15.217,14.55,11.901,9.025,2.258879999999998,0.7396000000000029,green
3287705869843720192,STAR,18.63804,16.85975,16.1535,15.89697,15.78384,14.185,14.19,12.534,8.388,1.778290000000002,0.7062499999999972,blue
325397201092110336,GALAXY,18.55046,17.50105,17.01066,16.70494,16.5112,14.342,14.183,10.147,8.52,1.0494100000000017,0.4903899999999979,red
14111049642465843200,QSO,23.59732,22.13191,21.1807,20.21437,19.67845,16.08,16.018,12.643,8.841,1.4654099999999985,0.9512099999999997,green
5394322067293493248,GALAXY,22.69858,22.45128,21.05573,19.86905,19.29548,15.467,15.488,12.377,8.837,0.2472999999999992,1.39555,red
3294451099859183616,QSO,19.0498,18.3845,18.10804,17.87833,17.80309,14.593,13.139,10.25,7.903,0.665300000000002,0.27646000000000015,green
4562404351956768768,GALAXY,23.33393,21.94187,20.45347,19.40469,18.89751,14.569,14.577,12.031,8.655,1.3920599999999972,1.4884000000000022,red
4531883004487030784,QSO,21.74701,20.6396,19.76626,19.44551,18.89629,15.187,14.081,10.697,8.259,1.107409999999998,0.8733400000000024,green
327722117388855296,STAR,18.97562,17.84829,17.49412,17.374,17.35097,16.05,15.79,12.343,8.643,1.1273300000000006,0.3541699999999999,blue
354662896602474496,QSO,19.86041,19.5229,19.34947,19.04737,18.98554,15.56,14.381,11.866,8.62,0.33751000000000175,0.17342999999999975,green
5342544965280225280,GALAXY,26.32478,20.74059,18.99681,18.29084,17.80812,14.844,14.597,12.873,8.927,5.5841899999999995,1.743780000000001,red
386324433922451456,GALAXY,20.16671,18.34927,17.47103,17.05507,16.72915,14.551,14.598,12.323,8.991,1.8174399999999977,0.8782400000000017,red
14124659122499770368,QSO,20.48256,20.29668,20.13101,20.2164,20.33978,16.071,15.34,12.44,9.11,0.18588000000000093,0.16566999999999865,green
4538718397660420096,GALAXY,24.58533,22.10763,20.46533,19.54621,19.09911,15.281,15.332,12.541,9.311,2.4776999999999987,1.6422999999999988,red
536047416613300224,QSO,20.40437,20.2997,20.02336,20.07122,19.8756,15.317,14.659,11.943,8.545,0.10466999999999871,0.27634000000000114,green
332213623344621568,GALAXY,19.60009,18.26035,17.63047,17.25607,16.99769,14.745,14.335,10.484,8.422,1.3397400000000026,0.62988,red
1405233384891901952,STAR,23.50652,22.84748,21.13458,19.41848,18.43334,15.618,15.23,11.081,8.532,0.6590399999999974,1.7129000000000012,blue
2332973516174944256,STAR,21.31993,19.68482,18.96941,18.69565,18.56732,17.226,16.359,12.811,9.086,1.635110000000001,0.7154099999999985,blue
335550640631605248,GALAXY,22.64912,19.84758,18.20191,17.57282,17.17706,14.31,14.092,12.301,8.813,2.8015399999999993,1.645669999999999,red
1299364410522888192,STAR,20.06839,18.25668,17.59052,17.35131,17.24439,15.763,15.381,11.631,8.68,1.8117100000000015,0.6661599999999979,blue
14111049367587936256,QSO,24.04519,22.08565,20.6101,19.88023,19.44947,16.164,16.865,12.698,8.583,1.9595400000000005,1.475550000000002,green
336805178634168320,GALAXY,19.73534,17.91925,17.02749,16.62346,16.30305,14.543,14.448,13.055,8.736,1.816089999999999,0.8917600000000014,red
14102052063954622464,QSO,21.16524,21.42727,20.78086,20.80454,21.11133,16.51,14.851,11.816,9.044,-0.2620299999999993,0.6464099999999995,green
8388026711644854272,STAR,21.12323,19.08773,18.16776,17.84717,17.61801,16.118,15.554,12.497,9.102,2.035499999999999,0.9199699999999993,blue
4508260546433538048,QSO,22.35467,21.32295,21.17058,21.28888,21.00344,17.771,15.884,12.494,9.087,1.03172,0.15236999999999767,green
8388154529871583232,STAR,22.53368,19.68435,18.31507,17.73233,17.37758,15.427,15.712,12.182,8.414,2.849330000000002,1.3692799999999998,blue
324306210847221760,QSO,19.75327,19.80964,19.24937,19.23381,19.24696,15.444,14.316,11.835,8.429,-0.05637000000000114,0.5602700000000027,green
4519573976511698944,QSO,21.04092,20.32417,20.20104,20.17214,20.01331,16.53,15.781,12.125,9.392,0.7167500000000011,0.12312999999999974,green
8394852479913973760,STAR,17.70956,16.55238,16.14866,16.00597,15.95733,14.749,14.837,12.395,9.26,1.1571800000000003,0.40371999999999986,blue
3303474242049304576,STAR,19.51536,17.29558,16.44006,16.13251,15.96793,14.226,14.291,13.017,9.072,2.21978,0.8555200000000021,blue
5342472122634885120,GALAXY,25.05686,21.08246,19.27358,18.53191,18.27456,14.753,14.352,12.446,9.054,3.9743999999999993,1.808880000000002,red
1402984608751970304,STAR,23.91341,21.17237,19.50274,18.34024,17.65858,15.2,15.484,12.196,8.792,2.741039999999998,1.6696300000000015,blue
329924984925349888,QSO,19.77818,19.5296,19.43981,19.22471,19.11403,15.913,14.647,11.683,8.646,0.24858000000000047,0.08978999999999715,green
14124442243831191552,QSO,23.44658,21.76569,21.29198,20.96255,20.70334,15.873,15.205,12.376,8.774,1.6808900000000015,0.4737100000000005,green
391872844121794560,QSO,19.67665,19.38168,18.94512,18.86648,18.93097,15.287,13.951,11.471,8.74,0.2949699999999993,0.43656000000000006,green
324283395980945408,QSO,19.70759,18.38962,17.54892,17.10935,16.92913,14.318,13.333,9.607,6.772,1.317969999999999,0.8407000000000018,green
347913824906536960,QSO,19.44537,19.26821,18.99746,18.76974,18.60733,16.102,15.271,12.529,8.727,0.17716000000000065,0.2707499999999996,green
